"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"914",914,"charles",1322837831,576345,"02/12/2011 14:57","no",184,118,17.9,-3.71,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.14,-0.2,-21,61,-160,25,604,-316,-89.4,-18.1,-76.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.39,0,0.72,-149,-70,54,169,123,636,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.549131716,-29.00903244,126.4518958,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,0.19,0.28,-6,2,20,-501,365,-181,16.9,2.11,-70,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,0.77,-0.41,-88,133,14,-127,735,554,"A"
"962",962,"adelmo",1322832783,592291,"02/12/2011 13:33","no",187,126,-41.2,162,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.11,-0.16,41,46,-156,184,612,-320,-57.8,12.2,-134,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.39,0.66,-246,-64,-5,-198,250,647,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.20591555,-30.60728895,-110.3032287,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.08,-0.11,-53,59,-157,-596,230,-8,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,-0.22,0.54,-13,245,-265,-7,619,-476,"A"
"1069",1069,"adelmo",1322832787,656273,"02/12/2011 13:33","no",192,131,-43.3,161,19,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.13,0.02,44,49,-174,175,602,-349,85.9,61.7,142,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.43,0.56,-238,-68,12,-186,212,663,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1078517,-27.91977834,-107.2558156,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.08,-0.07,-48,68,-153,-579,245,30,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93,0.64,0.43,-23,383,-35,-138,751,505,"A"
"1120",1120,"adelmo",1322832789,632313,"02/12/2011 13:33","no",194,125,-41.6,162,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.2,44,51,-157,164,612,-300,-107,53.8,-142,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,-0.5,0.85,-239,-53,2,-172,258,636,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,41.12980482,-29.22324962,-105.5510208,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.02,0.02,-49,68,-148,-579,235,52,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,0.87,1.36,-70,429,-44,-218,771,476,"A"
"1145",1145,"adelmo",1322832794,192318,"02/12/2011 13:33","no",196,123,-42.6,167,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.18,45,47,-157,165,610,-296,31.1,33.4,-129,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,-0.32,0.54,-276,-58,-25,-318,273,602,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,57.42919991,-25.47658168,-92.8729447,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.08,-0.02,-45,97,-143,-551,278,37,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.66,0.36,8,374,-69,-42,717,470,"A"
"1182",1182,"adelmo",1322832796,334,"02/12/2011 13:33","no",198,122,-43.1,170,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.2,45,47,-157,170,612,-299,121,86.2,-131,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.29,0.54,-278,-62,-32,-329,302,580,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,68.25257527,-28.9061438,-80.62973551,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0.19,-0.16,-47,104,-119,-568,257,52,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,0.31,0.61,4,407,-60,-47,710,417,"A"
"1185",1185,"adelmo",1322832796,208309,"02/12/2011 13:33","no",198,122,-42.9,169,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0.11,-0.21,47,44,-159,169,608,-302,148,86,-106,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,-0.13,0.28,-271,-54,-25,-323,282,620,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,63.10793875,-31.57558552,-84.09608576,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.53,0.16,-50,95,-120,-544,290,44,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,0.14,0.49,-11,389,-75,-85,726,426,"A"
"1317",1317,"adelmo",1322832803,760399,"02/12/2011 13:33","no",203,120,-43.9,174,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,0.11,-0.13,47,45,-155,174,612,-292,-88.6,82.7,-163,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,-0.45,0.67,-250,-52,-11,-218,293,608,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,53.62550532,-30.06085788,-93.90913732,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.34,0.08,-51,88,-139,-548,297,16,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,-1.7,0.3,-89,484,-27,-413,785,571,"A"
"1354",1354,"adelmo",1322832805,704311,"02/12/2011 13:33","no",205,121,-44,174,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.11,-0.15,50,41,-157,172,617,-294,2.56,-30.6,-41.3,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.48,0.71,164,-120,-160,744,-86,-171,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,58.63770841,-19.51938046,-94.42447119,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.11,-0.18,-34,97,-142,-554,288,33,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,2.26,1.02,-341,144,30,-657,82,501,"A"
"1399",1399,"adelmo",1322832807,488286,"02/12/2011 13:33","no",207,121,-43.8,174,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.11,-0.2,44,45,-159,161,612,-305,-165,79.4,133,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,-0.48,0.89,-260,-53,-10,-257,275,610,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,53.58868677,-24.96515707,-96.76491296,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.18,-0.13,-45,93,-150,-530,337,-21,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,-0.37,0.36,-32,486,-17,-138,766,518,"A"
"1412",1412,"adelmo",1322832807,972272,"02/12/2011 13:33","no",207,121,-43.8,173,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.11,-0.16,46,46,-158,163,612,-288,-120,69.4,168,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,-0.24,0.46,-251,-33,47,-256,274,619,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,54.49419225,-22.90934359,-96.92343311,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.06,-0.13,-46,105,-167,-531,338,-43,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,-2.33,-0.49,-220,360,-38,-677,506,561,"A"
"1437",1437,"adelmo",1322832809,136335,"02/12/2011 13:33","no",209,121,-43.9,173,18,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.16,49,44,-160,164,606,-307,-7.14,-23.6,-41.9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.55,0.8,150,-112,-175,741,-73,-152,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,51.37751876,-33.79918499,-93.61776659,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.14,0.08,-56,83,-136,-560,278,30,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,2.02,0.52,-358,163,29,-654,71,528,"A"
"1442",1442,"adelmo",1322832809,332395,"02/12/2011 13:33","no",209,121,-43.9,174,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.2,49,44,-158,169,608,-304,6.06,-20.2,-38.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,-0.61,0.71,155,-107,-158,747,-58,-128,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.42485697,-27.5452961,-87.98104226,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.18,0,-42,89,-119,-548,280,41,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,2.71,1.74,-280,333,26,-704,398,697,"A"
"1477",1477,"adelmo",1322832810,852302,"02/12/2011 13:33","no",210,121,-44,174,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,47,44,-158,171,606,-283,-41.7,72.7,-116,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,-0.8,1.18,-268,-30,-13,-265,349,561,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5258811,-25.0402963,-95.84431711,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.27,0.15,-43,90,-142,-514,348,11,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.43,0.02,0.66,14,427,-13,-124,770,614,"A"
"1557",1557,"adelmo",1322832815,908320,"02/12/2011 13:33","no",214,121,-43.9,173,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.11,-0.15,49,42,-158,170,606,-292,10.8,-50.8,-31.1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.45,0.82,156,-120,-188,733,-79,-176,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,56.48911094,-27.38909749,-92.75757266,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.11,-0.03,-48,95,-142,-548,309,2,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.58,0.54,-405,118,31,-536,-176,392,"A"
"1579",1579,"adelmo",1322832816,840421,"02/12/2011 13:33","no",215,121,-43.6,172,17,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.11,-0.18,47,44,-154,161,613,-300,30.1,17.8,-10.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,-1.27,0.72,-85,-1,48,391,231,487,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,61.13659735,-27.86263333,-88.08723695,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,0.06,-0.15,-46,96,-129,-541,295,30,0,0,0,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,2.3,1.16,-162,457,34,-529,779,803,"A"
"1715",1715,"eurico",1322489616,578785,"28/11/2011 14:13","no",221,1.38,4.93,-88,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,-0.02,-8,5,30,59,569,-419,73.2,43.3,85.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-219,155,-113,-338,240,603,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.87577385,-57.10476051,-3.003305536,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.35,-0.31,-18,-28,-1,-438,236,298,139,-49,158,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,-0.29,0.3,-73,275,213,-517,1020,-407,"A"
"1716",1716,"eurico",1322489616,594699,"28/11/2011 14:13","no",221,1.4,4.97,-88,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,-0.02,-0.02,-10,5,31,59,575,-416,73.2,43.3,85.8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-219,156,-113,-323,237,594,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-99.94820534,-56.48668793,-7.654664214,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.29,-0.36,-21,-33,-3,-437,232,306,139,-48.9,158,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,-0.27,0.33,-75,274,213,-519,1010,-410,"A"
"1732",1732,"eurico",1322489617,182682,"28/11/2011 14:13","no",222,1.49,4.75,-87.9,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.07,-10,7,26,60,566,-419,72.6,43.3,85.4,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-218,156,-112,-329,231,596,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-128.885684,-27.8000651,-4.575489843,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,-0.4,-0.13,-6,-21,-1,-422,254,306,159,-54.2,137,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,1.83,0.49,23,346,179,-295,859,-361,"A"
"1750",1750,"eurico",1322489618,94673,"28/11/2011 14:13","no",223,1.97,3.54,-87.7,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.03,0.02,-8,5,22,49,570,-439,71.5,43.2,84.6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0.02,-219,154,-110,-330,231,593,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,115.4770328,41.42122837,-3.659625492,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.05,0.4,-0.15,11,25,-1,-299,390,303,-124,24.3,-5.47,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-1.46,0.03,103,-160,138,312,-685,2,"A"
"1852",1852,"eurico",1322489623,62714,"28/11/2011 14:13","no",227,1.06,4.66,-87.6,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0,-0.02,-13,6,29,56,583,-421,51.7,-6.3,56.5,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.07,0.77,-0.66,-81,159,20,360,64,564,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.11612141,-27.54335248,78.53981634,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.14,0.2,-5,-12,13,-433,259,294,-156,-26.3,32.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55,3,0.62,201,154,175,539,-361,9,"A"
"1929",1929,"eurico",1322489626,938696,"28/11/2011 14:13","no",229,0.87,4.08,-87.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.03,-11,5,29,47,571,-415,69.3,-14.5,45.3,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,-1.14,0.18,-22,177,4,464,147,452,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,58.51743969,-9.218798483,97.64543658,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.69,-0.3,-1,6,9,-385,265,326,160,0.48,92.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,-2.14,-0.11,-24,327,167,-543,1130,-609,"A"
"1956",1956,"eurico",1322489629,906653,"28/11/2011 14:13","no",230,1.94,3.54,-87.6,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,0,-9,4,23,51,571,-439,82.1,12.6,93.1,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,-0.59,0.28,-215,196,-78,-244,346,569,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.76450458,-42.28539261,57.89590247,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.48,-0.25,-9,-16,12,-390,249,353,158,6.07,119,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,-0.05,0.33,-97,279,193,-678,1160,-557,"A"
"1958",1958,"eurico",1322489629,998694,"28/11/2011 14:13","yes",230,1.88,3.5,-87.6,2,"-0.263059","1.326417","#DIV/0!","0.000000","-1.810464","#DIV/0!",-87.6,3,"-0.3",-87.8,2,"-0.3",0.2,1,"0.0000",0.1,1.4,0.3,0.1,4,0.4,0.2,-87.7,0.1,0,0,0,-0.02,-9,4,20,45,572,-435,85.4,15.6,101,32,75.3476,94.0547,18.308,335.1829,-20.0008,20.8903,436.4027,22.9243,53.4879,2860.951,1.11,-0.37,0.26,-232,188,-110,-325,356,507,"-1.42403","-1.43891","-0.68860","0.49003","-0.14950","0.40510",15.6,101,46,-42.1,-56.3,16,57.7,157.3,30,-72.5,-75.9,29.9,"0.2565","-0.4356","#DIV/0!","-0.9197","-0.1722","#DIV/0!",80.6,136.5,"0.3",-82.2,-23.7,"0.3",162.78,160.26,"0.00",4,2.3113,18.0558,67.3216,4532.1972,24.5532,42.4162,1799.1299,66.0294,39.8112,1584.9328,0.5,-0.4,-0.3,-28,-27,12,-392,240,345,158,4.82,118,"-1.3215","-0.9837","#DIV/0!","-0.4571","-0.6992","#DIV/0!",6.1,119,"-1.3",-11,-3.4,"-1.3",17.12,122.36,"0.00",37,6.10668,136.28302,90.15316,8127.59144,-1.35245,5.96583,35.5911,79.3866,40.86673,1670.08978,-0.03,0.31,0.25,-74,297,198,-650,1160,-538,"A"
"2208",2208,"eurico",1322489640,877173,"28/11/2011 14:14","no",240,1.28,1.75,-88.8,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,0,-0.07,-6,3,27,26,566,-425,106,-41.8,-7.49,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,0.74,-0.23,155,78,-185,721,-166,-95,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.31865411,-38.66997978,-60.12830377,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,-0.53,-0.11,-18,-35,-27,-487,183,257,175,12.6,5.06,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,-3.34,-0.72,154,191,146,355,-58,-172,"A"
"2233",2233,"jeremy",1322673026,158630,"30/11/2011 17:10","no",309,0.59,5.43,-88,5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-15,3,45,48,634,-307,0,0,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-0.05,0.28,-278,155,-203,-414,458,351,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,47.01521341,-50.7609103,-84.40208004,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,0.13,-0.34,-147,137,-226,-563,286,6,47.2,-64.5,168,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.1,-0.21,202,83,-191,137,531,687,"A"
