"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"564",564,"pedro",1323094987,356338,"05/12/2011 14:23","no",62,123,25.7,-2.96,20,-0.39,-0.05,-0.41,-43,70,-174,8,584,-364,179,40.2,119,17,1.7,-0.92,-0.16,86,46,139,-20,364,574,-3.154227235,25.50526321,131.3714091,10,0.58,-0.11,-0.3,24,-3,92,532,-516,-67,95,52.9,83.9,32,-0.18,1.48,0.62,-57,280,-120,-620,679,782,"A"
"566",566,"pedro",1323094987,460348,"05/12/2011 14:23","no",62,123,25.9,-3,20,-0.47,-0.03,-0.48,-42,69,-175,6,582,-381,-177,26.2,130,10,1.33,-0.8,0.41,12,11,99,-251,359,542,-1.063970279,35.87494449,121.1874751,10,0.51,-0.1,-0.28,33,-1,88,538,-513,-58,95.3,38.2,79.1,30,-0.27,1.72,0.31,-10,260,-129,-499,768,773,"A"
"569",569,"pedro",1323094987,500345,"05/12/2011 14:23","no",62,123,26,-3.33,20,-0.5,-0.02,-0.48,-41,74,-177,6,582,-371,-174,22,134,10,0.87,-0.67,0.48,-5,17,94,-325,363,515,-16.96456692,26.6961449,125.2232702,10,0.48,0,-0.46,25,-16,90,527,-516,-56,95.6,32.1,77.5,31,-0.19,1.8,0.33,37,264,-140,-440,790,756,"A"
"581",581,"pedro",1323094987,992372,"05/12/2011 14:23","yes",62,122,25.9,-3.98,19,-0.43,-0.03,-0.43,-44,67,-171,6,581,-370,-176,38.7,141,15,-1.99,0.48,-0.07,47,27,141,-148,346,579,-10.8,23.2,131.4,7,-0.4,0.08,-0.07,15,-7,63,526,-524,-134,100,13,81.1,34,0.37,-0.43,0.23,82,285,-161,-238,780,658,"A"
"584",584,"pedro",1323094988,228292,"05/12/2011 14:23","no",63,122,26.1,-4.62,19,-0.42,-0.03,-0.43,-39,68,-169,8,583,-358,152,76.1,109,23,-3.03,0.66,-0.07,170,4,146,373,232,512,-13.05595099,40.12471419,114.6484771,6,1.01,-0.29,-0.23,24,-8,56,512,-533,-120,106,36.8,98.1,34,0.8,-2.41,-0.23,37,305,-141,-486,747,635,"A"
"586",586,"pedro",1323094988,424298,"05/12/2011 14:23","no",63,122,26,-4.41,19,-0.37,-0.05,-0.44,-43,69,-172,3,583,-366,57.8,78.3,12.8,29,-3.02,0.55,0.28,257,8,125,560,190,377,-14.32964562,31.45769414,122.3050125,9,0.88,-0.21,-0.38,26,-12,79,523,-527,-104,114,50.5,111,37,0.56,-2.57,-0.36,-58,319,-168,-605,637,591,"A"
"590",590,"pedro",1323094988,624309,"05/12/2011 14:23","no",63,123,25.8,-4.24,20,-0.4,-0.03,-0.44,-40,71,-174,7,586,-369,27.2,49.4,-21,37,-2.6,0.55,0.61,365,-27,9,732,89,66,7.94396293,29.91951827,126.0598609,9,0.64,-0.1,-0.34,26,7,84,525,-516,-104,161,71.4,165,30,0.58,-2.71,-0.34,-119,210,-168,-700,294,494,"A"
"596",596,"pedro",1323094988,812292,"05/12/2011 14:23","no",63,123,25.6,-3.83,20,-0.45,-0.03,-0.43,-43,68,-177,8,582,-368,25.4,45.7,-24.5,39,1.81,-1.17,-0.05,377,-49,-36,743,74,38,10.65410463,34.97360321,120.3844844,9,0.45,-0.19,-0.11,29,9,79,541,-502,-90,-128,42.2,-112,32,0.1,-1.03,-0.36,-111,-189,-231,-439,-367,148,"A"
"606",606,"pedro",1323094990,396323,"05/12/2011 14:23","no",64,123,25.9,-3.65,19,-0.4,-0.03,-0.44,-43,69,-171,2,578,-368,-98.8,64.8,-128,21,-2.83,0.82,-0.03,127,27,154,151,306,581,23.40308476,50.62288976,100.3345852,5,0.72,-0.06,-0.11,23,11,40,533,-522,-166,107,30.4,97.8,35,0.51,-2.17,-0.43,21,315,-140,-449,764,685,"A"
"609",609,"pedro",1323094990,428323,"05/12/2011 14:23","no",64,123,25.9,-3.63,19,-0.42,-0.03,-0.44,-41,70,-171,1,583,-380,-73.5,67,-100,23,-2.92,0.75,0.05,164,14,155,302,269,537,24.10963791,51.73626771,98.93807337,6,0.93,-0.26,-0.21,29,14,49,529,-517,-139,109,38.1,104,36,0.87,-2.38,-0.21,19,321,-135,-528,723,677,"A"
"622",622,"pedro",1323094990,888314,"05/12/2011 14:23","no",64,123,25.9,-3.6,19,-0.42,-0.02,-0.41,-40,68,-173,7,583,-364,-9.48,17.4,-20.2,43,-1.78,0.22,0.25,404,-57,-121,735,58,-61,11.83910882,13.16182512,139.3302393,8,0.51,-0.21,-0.41,10,9,75,540,-509,-110,-148,58.5,-133,27,0.4,-2.92,-0.59,-189,39,-187,-607,-82,322,"A"
"624",624,"pedro",1323094990,916298,"05/12/2011 14:23","no",64,123,25.8,-3.58,20,-0.42,-0.02,-0.41,-42,70,-174,9,577,-384,-8.67,14.1,-18.5,44,0.08,-0.29,0.23,412,-80,-100,742,35,-85,8.563600849,40.17184726,115.9010766,8,0.48,-0.26,-0.15,32,7,75,550,-502,-105,-138,49.1,-118,27,0.45,-2.18,-0.62,-131,-120,-197,-502,-279,206,"A"
"632",632,"pedro",1323094992,316303,"05/12/2011 14:23","no",65,123,26.2,-4.02,19,-0.45,-0.03,-0.46,-39,67,-174,1,583,-375,-88.4,34.1,-133,7,-0.48,-0.11,0.05,22,9,68,-352,368,503,2.134596138,28.11663889,128.8776603,10,0.5,0.14,-0.66,26,2,90,542,-506,-84,109,13.5,84.5,36,0.18,-0.56,-0.05,89,294,-165,-257,778,661,"A"
"636",636,"pedro",1323094992,380307,"05/12/2011 14:23","no",65,123,26,-3.92,19,-0.37,-0.03,-0.46,-42,68,-171,-1,586,-373,-82.5,35.1,-121,12,-1.41,0.39,-0.08,37,19,114,-229,369,542,6.253586999,38.43651753,118.0845471,8,0.27,-0.11,-0.44,30,5,74,535,-516,-102,113,25.7,96.2,39,0.47,-1.83,-0.1,30,342,-162,-395,778,647,"A"
"647",647,"pedro",1323094993,136353,"05/12/2011 14:23","no",66,123,26,-3.56,19,-0.42,-0.03,-0.43,-39,71,-170,-1,582,-372,-35.8,5.73,-25.7,36,-2.73,0.87,0.07,342,7,71,702,144,145,-9.867345415,49.89384927,106.0392609,7,0.72,-0.13,-0.56,34,-7,62,537,-512,-121,-142,48.5,-129,25,0.56,-2.07,-0.13,-134,-74,-193,-542,-215,257,"A"
"658",658,"pedro",1323094995,108317,"05/12/2011 14:23","no",67,122,26.4,-4.59,19,-0.42,-0.03,-0.43,-45,71,-171,1,585,-375,-46.3,-2.05,-63.4,24,-2.71,0.9,0.02,175,25,153,340,290,494,-7.298515505,31.51000498,124.6781635,6,-0.43,0.13,-0.07,17,-4,52,522,-516,-165,-177,61.7,-170,31,0.29,-2.39,-0.38,-178,162,-181,-699,191,493,"A"
"668",668,"pedro",1323094995,472308,"05/12/2011 14:23","no",67,123,26.2,-4.53,20,-0.43,-0.03,-0.41,-44,69,-174,9,576,-370,-61.4,-28.5,5.28,42,-2.55,0.69,0.8,386,-59,-122,736,45,-108,-16.56723401,33.61245569,119.3119228,7,0.79,-0.18,-0.62,22,-11,62,521,-522,-138,-147,52.8,-135,26,-0.37,1.86,0.13,-176,-30,-184,-591,-124,368,"A"
"672",672,"pedro",1323094995,536295,"05/12/2011 14:23","no",67,123,26.3,-4.63,20,-0.47,-0.05,-0.43,-41,69,-178,1,575,-379,-62.3,-30.7,11.7,43,0.61,-0.53,0.05,391,-82,-127,729,13,-153,19.36022788,56.3834252,96.67137508,10,0.69,-0.31,-0.02,50,18,77,531,-518,-132,-171,65,-166,26,-0.75,2.54,0.39,-179,97,-155,-678,125,535,"A"
"698",698,"adelmo",1322832773,216313,"02/12/2011 13:32","no",175,122,-44.9,178,17,0.06,0.1,-0.11,47,36,-158,220,588,-345,29.9,76.4,-146,17,0.61,-0.21,-1.66,-121,65,-87,212,519,271,48.82609707,-26.55784243,-100.3294631,18,0.14,0.08,-0.11,-47,84,-151,-571,254,39,0,0,0,13,-0.92,-0.4,0.54,92,85,42,634,-255,28,"A"
"715",715,"adelmo",1322832773,744323,"02/12/2011 13:32","no",175,124,-43.7,178,19,0.19,0.1,-0.11,46,46,-170,200,582,-355,-159,74.8,51.1,23,0.79,-0.58,0.94,-214,-58,36,-103,211,655,49.45904565,-27.86870068,-99.00777499,19,0.14,0.1,-0.15,-51,88,-155,-570,259,50,0,0,0,12,1.33,-0.16,0.85,71,94,32,627,-263,92,"A"
"724",724,"adelmo",1322832773,940337,"02/12/2011 13:32","no",175,125,-43.6,178,19,0.08,0.13,-0.13,43,48,-172,202,582,-347,-137,62,65.4,25,0.48,-0.37,0.44,-242,-40,21,-192,240,631,46.6431369,-27.77664254,-101.6072534,19,0.19,0.05,-0.21,-50,82,-155,-566,261,29,0,0,0,13,0.22,1.54,0.05,67,95,44,649,-160,-55,"A"
"748",748,"adelmo",1322832774,940313,"02/12/2011 13:32","no",176,129,-40.3,168,19,0.1,0.11,-0.18,46,44,-171,189,584,-360,-91.9,36.2,102,23,0.13,-0.42,0.59,-211,-61,23,-78,184,661,41.73342231,-23.37367153,-108.5089652,19,0.21,0,0.05,-44,77,-168,-576,259,0,0,0,0,13,-0.34,0.85,0.08,73,94,42,661,-151,10,"A"
"755",755,"adelmo",1322832775,288279,"02/12/2011 13:32","no",177,130,-40.2,167,19,0.1,0.13,-0.16,48,45,-173,182,580,-361,-85.4,30.7,106,23,0.37,-0.5,0.79,-210,-70,14,-80,172,663,43.14701783,-25.36346924,-106.1333202,20,0.11,0.1,-0.13,-48,80,-167,-578,265,5,0,0,0,14,2.47,0.27,0.39,77,103,38,650,-239,-15,"A"
"766",766,"adelmo",1322832775,748371,"02/12/2011 13:32","no",177,130,-39.6,165,19,0.08,0.11,-0.2,48,43,-172,178,586,-341,-70.8,18.8,105,24,0.43,-0.59,0.94,-227,-60,16,-154,199,652,46.06929476,-26.23303396,-103.0163038,19,0.11,0.06,-0.16,-49,84,-162,-569,259,7,0,0,0,13,0.34,1.38,-0.34,70,103,41,651,-196,-8,"A"
"769",769,"adelmo",1322832775,860358,"02/12/2011 13:32","no",177,130,-39.6,165,19,0.13,0.11,-0.18,46,44,-170,179,587,-355,-65.6,15.9,105,25,0.43,-0.5,0.84,-236,-63,10,-172,208,645,44.69068067,-26.00394507,-104.3869135,19,0.11,-0.03,-0.1,-47,79,-158,-578,253,19,0,0,0,13,1.27,0.58,0.39,69,103,41,647,-212,-38,"A"
"770",770,"adelmo",1322832775,876304,"02/12/2011 13:32","no",177,130,-39.6,165,19,0.13,0.11,-0.18,47,43,-172,179,589,-342,-64.8,15.6,105,25,0.45,-0.5,0.84,-235,-64,7,-181,215,648,43.82181128,-27.1898999,-104.4686039,19,0.13,-0.03,-0.11,-50,79,-161,-575,253,27,0,0,0,13,1.35,0.34,0.74,69,104,42,645,-214,-27,"A"
"795",795,"adelmo",1322832776,928405,"02/12/2011 13:32","no",178,129,-40,163,18,0.11,0.11,-0.18,45,44,-167,177,595,-347,-21.5,4.75,107,28,0.26,-0.45,0.71,-271,-56,-23,-299,281,589,46.72284164,-28.96617354,-100.8247599,19,0.11,0.05,0.03,-52,82,-154,-581,243,16,0,0,0,14,0.03,0.8,0.05,78,101,42,651,-176,-9,"A"
"796",796,"adelmo",1322832777,309,"02/12/2011 13:32","no",179,129,-40,163,18,0.11,0.11,-0.18,45,46,-167,185,596,-332,-20,4.8,108,28,0.26,-0.45,0.75,-270,-60,-26,-306,286,602,42.62428925,-32.10148793,-102.3830297,19,0.14,0.03,0.16,-58,76,-157,-583,249,14,0,0,0,14,0.63,0.71,-0.51,85,98,48,655,-186,-33,"A"
"798",798,"adelmo",1322832777,192378,"02/12/2011 13:32","no",179,129,-40.1,163,18,0.13,0.11,-0.18,45,45,-165,187,598,-349,-15.5,4.93,110,29,0.27,-0.55,0.95,-272,-62,-28,-303,279,592,38.40446631,-25.83226802,-110.0135744,18,-0.02,0.16,0.1,-45,66,-157,-572,246,8,0,0,0,14,1.38,0.47,0.87,71,104,41,653,-191,-29,"A"
"808",808,"adelmo",1322832777,588338,"02/12/2011 13:32","no",179,129,-40.3,163,18,0.13,0.11,-0.16,46,44,-162,180,593,-339,3.95,8.83,124,29,0.32,-0.47,0.92,-278,-57,-32,-319,300,580,43.37704597,-30.15582516,-103.0199934,18,0.14,0,-0.13,-53,75,-153,-570,258,13,0,0,0,14,1.24,0.66,0.08,77,100,43,660,-184,21,"A"
"815",815,"adelmo",1322832777,964281,"02/12/2011 13:32","no",179,129,-40.5,163,18,0.11,0.11,-0.16,47,45,-166,182,589,-346,14.8,13.3,136,29,0.29,-0.51,0.85,-276,-48,-34,-324,305,566,42.27808552,-30.68160859,-103.6223164,18,0.11,0.05,-0.08,-53,72,-151,-576,252,6,0,0,0,13,0.48,0.5,0.62,66,98,39,660,-134,40,"A"
"837",837,"adelmo",1322832779,184360,"02/12/2011 13:32","no",181,129,-40.5,163,18,0.1,0.13,-0.18,46,44,-166,177,592,-334,57.5,42.4,111,30,0.24,-0.53,0.87,-283,-47,-38,-330,327,555,38.29150102,-29.42042202,-107.8157899,18,0.16,0.05,-0.15,-52,67,-158,-578,240,-1,0,0,0,13,1.17,0.69,0.51,66,98,34,660,-98,59,"A"
"841",841,"adelmo",1322832779,392312,"02/12/2011 13:32","no",181,129,-40.4,163,18,0.08,0.13,-0.16,46,46,-163,179,599,-353,62.8,46.8,105,29,0.26,-0.51,0.77,-276,-46,-35,-331,322,562,39.21143028,-29.65547411,-106.8919532,18,0.13,0.05,-0.08,-52,68,-156,-589,242,10,0,0,0,14,0.42,1.08,0.33,82,97,45,659,-133,45,"A"
"843",843,"adelmo",1322832779,548362,"02/12/2011 13:32","no",181,129,-40.3,163,18,0.06,0.11,-0.18,48,45,-164,184,596,-330,67.8,50.6,100,29,0.24,-0.51,0.85,-277,-50,-39,-328,325,567,38.75772001,-29.18145842,-107.5850994,18,0.14,0.06,-0.11,-51,67,-156,-593,239,0,0,0,0,13,0.58,0.35,0.36,68,104,38,654,-161,4,"A"
"852",852,"adelmo",1322832779,832302,"02/12/2011 13:32","no",181,129,-39.8,161,18,0.1,0.11,-0.16,45,46,-167,179,596,-343,84,60.2,96,29,0.32,-0.43,0.69,-275,-53,-36,-328,324,551,36.39539658,-29.82188458,-109.1034239,18,0.13,0.05,-0.16,-52,63,-157,-586,240,6,0,0,0,13,1.32,0.9,0.82,73,96,34,652,-127,67,"A"
"870",870,"adelmo",1322832780,632336,"02/12/2011 13:33","no",182,130,-39.9,161,18,0.06,0.11,-0.2,43,45,-169,169,598,-349,165,73.1,140,29,0.26,-0.53,0.82,-280,-48,-40,-335,335,541,39.51254754,-30.33794076,-106.1854133,18,0.16,0.08,-0.11,-52,67,-152,-581,232,9,0,0,0,13,0.39,0.43,0.07,75,99,44,645,-201,-39,"A"
"877",877,"adelmo",1322832781,60341,"02/12/2011 13:33","no",183,130,-39.4,160,18,0.11,0.1,-0.18,49,43,-167,169,601,-333,-156,70.8,167,29,0.16,-0.58,1.07,-278,-46,-46,-336,344,531,36.30752998,-31.44829558,-108.0404905,18,0.13,0.06,-0.08,-54,62,-154,-581,246,20,0,0,0,13,1.88,0.51,1.08,74,95,34,658,-165,26,"A"
"896",896,"adelmo",1322832781,776333,"02/12/2011 13:33","no",183,129,-39.8,161,18,0.1,0.11,-0.15,49,50,-164,175,600,-348,-105,50.1,-168,29,0.29,-0.4,0.61,-274,-41,-38,-319,358,539,37.9876422,-28.49345561,-108.6814347,17,0.05,0.03,0,-47,62,-148,-594,232,15,0,0,0,13,1.53,1.12,0.49,75,95,33,655,-195,-16,"A"
"908",908,"charles",1322837831,332361,"02/12/2011 14:57","no",184,118,17.6,-3.13,19,0.03,0.11,-0.2,-25,66,-167,22,595,-324,-73.9,-22.5,-105,27,-1.25,-0.06,0.39,-253,-55,37,-205,232,634,60.41648469,-6.316142761,96.23773749,2,-0.34,0.11,0.15,-1,9,13,-487,371,-183,10.6,8.95,-74.8,15,-0.71,1.8,0.51,-89,110,48,-278,775,648,"A"
"915",915,"charles",1322837831,584285,"02/12/2011 14:57","no",184,118,17.9,-3.69,18,0.06,0.13,-0.2,-21,64,-160,18,602,-333,-90.2,-17.5,-73.6,16,-2.39,-0.02,0.9,-133,-66,58,221,121,618,11.19595932,-22.53542581,131.8295186,3,-0.26,0.21,0.31,-6,3,26,-499,368,-182,16.4,1.61,-70.3,15,-0.35,0.45,-0.52,-51,139,21,-122,737,570,"A"
"923",923,"charles",1322837831,844287,"02/12/2011 14:57","no",184,117,17.7,-3.57,18,0.08,0.11,-0.15,-22,63,-160,21,611,-323,-91.3,-2.73,-26.7,14,-2.31,-0.1,0.89,60,-122,-33,676,5,256,0,-15.26493284,141.8146998,3,-0.16,0.19,0.25,-4,0,26,-503,355,-187,1.48,8.39,-100,15,0.34,-1.28,-1.15,-108,89,55,-397,797,780,"A"
"929",929,"adelmo",1322832782,124337,"02/12/2011 13:33","no",186,129,-39.7,161,18,0.11,0.11,-0.18,45,45,-164,170,602,-335,-97.8,42.5,-164,28,0.34,-0.29,0.39,-266,-45,-25,-297,320,582,36.8916796,-31.94828281,-107.2187004,18,0.11,0.06,-0.07,-54,62,-151,-591,215,28,0,0,0,13,1.12,0.03,0.07,71,97,33,650,-231,-4,"A"
"939",939,"adelmo",1322832782,664280,"02/12/2011 13:33","no",186,129,-39.8,161,18,0.11,0.11,-0.18,46,47,-163,172,601,-332,-86.7,32.2,-157,28,0.21,-0.53,0.74,-271,-47,-27,-294,301,596,34.94259319,-31.2609143,-109.2566565,18,0.16,0.06,-0.08,-53,59,-153,-596,219,22,0,0,0,25,-0.56,1.22,-2.07,87,225,33,638,-256,-23,"A"
"945",945,"adelmo",1322832782,840383,"02/12/2011 13:33","no",186,127,-41,164,18,0.5,0.11,-0.23,58,45,-163,180,606,-327,-79,25.5,-151,28,0.24,-0.47,0.62,-267,-56,-20,-285,294,590,30.25961362,-26.53421556,-116.2599583,17,0.08,0.03,-0.15,-44,50,-154,-590,221,14,0,0,0,17,0.31,0.34,0.44,-70,-35,-143,264,-164,-567,"A"
"961",961,"adelmo",1322832783,372297,"02/12/2011 13:33","no",187,127,-40.9,162,17,0.22,0.11,-0.15,49,44,-157,185,605,-321,-60.5,13.6,-136,26,0.05,-0.32,0.69,-246,-67,-12,-214,252,632,36.07793331,-28.98043502,-109.9352785,18,0.19,0.08,-0.05,-51,63,-159,-591,223,2,0,0,0,38,0.71,-0.06,-0.52,-12,200,-313,43,539,-499,"A"
"962",962,"adelmo",1322832783,592291,"02/12/2011 13:33","no",187,126,-41.2,162,17,0.16,0.11,-0.16,41,46,-156,184,612,-320,-57.8,12.2,-134,26,0.13,-0.39,0.66,-246,-64,-5,-198,250,647,34.20591555,-30.60728895,-110.3032287,18,0.19,0.08,-0.11,-53,59,-157,-596,230,-8,0,0,0,37,0.61,-0.22,0.54,-13,245,-265,-7,619,-476,"A"
"966",966,"adelmo",1322832783,812389,"02/12/2011 13:33","no",187,126,-41.3,163,17,0.14,0.1,-0.16,46,45,-157,196,604,-321,-48.2,7.7,-130,24,0.19,-0.48,0.87,-232,-51,3,-164,243,641,35.52076848,-28.53989783,-110.6874501,18,0.19,0.19,-0.1,-51,63,-162,-586,234,-11,0,0,0,41,1.25,1.14,-3.04,-59,370,-145,-191,879,-49,"A"
"968",968,"adelmo",1322832783,964348,"02/12/2011 13:33","no",187,126,-41.3,164,17,0.1,0.1,-0.16,47,44,-155,182,603,-317,-43.5,5.91,-129,25,0.22,-0.48,0.64,-234,-62,10,-171,225,653,41.79675732,-29.65794986,-104.7003099,19,0.18,0.1,-0.25,-54,75,-160,-587,245,-13,0,0,0,40,1.46,1.45,-3.51,-72,377,-85,-119,892,328,"A"
"976",976,"adelmo",1322832772,236344,"02/12/2011 13:32","no",188,122,-44.2,179,18,0.14,0.11,-0.13,43,45,-160,205,594,-342,-16.4,67,169,23,-0.06,-0.37,1.25,-156,96,-139,130,582,121,50.17357192,-28.09332226,-98.22655858,18,0.14,0.06,-0.11,-49,85,-147,-564,254,45,0,0,0,14,-1.03,0.31,0.1,102,84,50,640,-200,-87,"A"
"978",978,"adelmo",1322832772,480308,"02/12/2011 13:32","no",188,122,-44.2,179,17,0.1,0.11,-0.16,48,47,-157,210,587,-332,-10.9,67.2,170,23,0,-0.4,1.28,-148,95,-139,146,577,100,49.8259946,-26.74255304,-99.31069335,18,0.14,0.06,-0.05,-47,85,-149,-570,255,46,0,0,0,11,-0.43,0.88,0.44,32,106,21,607,-217,-182,"A"
"1014",1014,"adelmo",1322832785,20368,"02/12/2011 13:33","no",190,128,-39.7,160,18,0.13,0.13,-0.13,54,42,-160,172,600,-328,-5.16,4.17,-131,25,0.26,-0.51,0.8,-234,-57,8,-166,235,649,37.87813893,-27.12777647,-109.654777,19,0.21,0.08,-0.16,-50,69,-166,-590,231,-19,0,0,0,43,1.8,0.13,0.61,-43,404,-92,-175,829,491,"A"
"1031",1031,"adelmo",1322832785,696321,"02/12/2011 13:33","no",190,126,-43.2,167,17,0.43,0.08,-0.1,50,45,-156,189,595,-335,17.4,12.3,-134,25,0.31,-0.51,0.79,-237,-61,4,-174,244,640,48.64023762,-35.33399431,-95.01141322,17,0.29,0.03,-0.79,-57,77,-134,-568,271,47,0,0,0,41,0.95,0.74,0.28,-19,396,-67,-144,776,411,"A"
"1037",1037,"adelmo",1322832786,40528,"02/12/2011 13:33","no",191,125,-44.5,170,18,0.1,0.13,-0.15,42,47,-160,202,599,-326,31.6,20.9,-147,26,0.21,-0.55,0.9,-243,-63,4,-170,254,635,41.79026728,-31.40640303,-103.5559907,17,0.11,0.05,-0.15,-51,67,-142,-575,233,56,0,0,0,42,0.31,0.4,0.07,-36,400,-76,-114,721,343,"A"
"1041",1041,"adelmo",1322832786,184292,"02/12/2011 13:33","no",191,126,-44.3,170,18,0.03,0.11,-0.2,46,46,-159,201,587,-340,34.8,23,-152,25,0.22,-0.66,0.94,-236,-65,4,-173,252,644,43.26542633,-32.30458707,-101.7017729,17,0.14,0.05,-0.18,-53,70,-142,-569,233,52,0,0,0,40,0.63,0.59,0.48,-19,392,-54,-112,734,357,"A"
"1046",1046,"adelmo",1322832786,528343,"02/12/2011 13:33","no",191,126,-43.9,169,18,0,0.13,-0.23,45,46,-161,199,600,-344,40.3,27.3,-161,25,0.19,-0.67,0.87,-238,-49,7,-176,259,631,42.36911989,-34.42525585,-100.9942159,17,0.14,0.1,-0.16,-55,67,-138,-571,233,72,0,0,0,42,1.17,0.45,0.41,-9,409,-64,-112,707,344,"A"
"1069",1069,"adelmo",1322832787,656273,"02/12/2011 13:33","no",192,131,-43.3,161,19,0.24,0.13,0.02,44,49,-174,175,602,-349,85.9,61.7,142,25,0.16,-0.43,0.56,-238,-68,12,-186,212,663,40.1078517,-27.91977834,-107.2558156,18,0.11,0.08,-0.07,-48,68,-153,-579,245,30,0,0,0,39,0.93,0.64,0.43,-23,383,-35,-138,751,505,"A"
"1082",1082,"adelmo",1322832788,156267,"02/12/2011 13:33","no",193,131,-40.7,160,18,0.02,0.1,-0.34,48,50,-162,161,610,-352,122,72.6,150,26,0.21,-0.47,0.77,-246,-71,12,-182,210,657,38.51695463,-29.92386368,-107.2918562,18,0.13,0.11,-0.15,-51,65,-152,-574,243,40,0,0,0,41,1.12,0.5,0.38,-29,400,-33,-162,774,563,"A"
"1083",1083,"adelmo",1322832788,168325,"02/12/2011 13:33","no",193,130,-40.6,160,18,0.02,0.08,-0.38,53,48,-161,160,608,-345,124,72.9,151,26,0.24,-0.5,0.75,-244,-78,7,-181,219,656,39.83117869,-30.11315162,-106.0687534,18,0.14,0.11,-0.2,-52,68,-153,-575,256,31,0,0,0,40,1.2,0.58,0.41,-24,389,-28,-160,777,571,"A"
"1089",1089,"adelmo",1322832788,344274,"02/12/2011 13:33","no",193,127,-40.2,160,18,0.1,0.1,-0.39,56,41,-160,162,620,-315,156,75.2,173,26,0.29,-0.58,0.9,-239,-75,8,-187,218,653,44.39470735,-28.23353599,-103.33416,18,0.14,0.06,-0.38,-48,74,-148,-574,247,45,0,0,0,41,1.04,0.58,0.31,-26,396,-31,-165,778,563,"A"
"1096",1096,"adelmo",1322832788,572312,"02/12/2011 13:33","no",193,125,-40.5,160,17,0.08,0.1,-0.25,50,37,-157,162,621,-289,-171,74,-165,25,0.24,-0.51,0.74,-241,-66,2,-188,216,660,46.9809561,-29.65891778,-100.1715255,18,0.19,0.06,-0.23,-51,79,-147,-577,237,66,0,0,0,42,1.06,0.48,0.59,-27,406,-37,-175,775,571,"A"
"1107",1107,"adelmo",1322832789,144381,"02/12/2011 13:33","no",194,125,-40.9,161,17,0.1,0.11,-0.16,49,42,-151,167,612,-284,-132,65.3,-147,26,0.21,-0.32,0.72,-243,-76,7,-185,239,646,46.84077568,-28.60514417,-100.9374447,18,0.11,0.06,-0.02,-50,80,-150,-572,236,63,0,0,0,43,1.11,0.32,-0.69,-59,418,-21,-208,806,660,"A"
"1139",1139,"adelmo",1322832790,876372,"02/12/2011 13:33","no",195,124,-42.3,165,17,0.1,0.11,-0.16,46,45,-156,165,612,-296,-54.4,23.4,-129,22,0.05,-0.58,1.18,-211,-5,7,-89,351,564,62.30117226,-29.90687087,-85.8396931,18,0,0.05,-0.11,-51,101,-131,-568,263,72,0,0,0,40,0.98,0.55,0.43,-11,390,-60,-88,727,423,"A"
"1145",1145,"adelmo",1322832794,192318,"02/12/2011 13:33","no",196,123,-42.6,167,17,0.08,0.11,-0.18,45,47,-157,165,610,-296,31.1,33.4,-129,29,0.39,-0.32,0.54,-276,-58,-25,-318,273,602,57.42919991,-25.47658168,-92.8729447,18,0.03,-0.08,-0.02,-45,97,-143,-551,278,37,0,0,0,39,0.79,0.66,0.36,8,374,-69,-42,717,470,"A"
"1160",1160,"adelmo",1322832794,984377,"02/12/2011 13:33","no",196,123,-42.7,168,17,0.1,0.13,-0.16,48,45,-156,165,607,-300,54.9,55.3,-142,29,0.24,-0.59,0.82,-277,-56,-30,-334,279,577,48.50158925,-27.23281059,-100.2439748,17,0.16,-0.1,-0.28,-45,78,-141,-527,326,51,0,0,0,38,1.46,0.5,0.92,8,370,-54,-59,735,462,"A"
"1173",1173,"adelmo",1322832795,672292,"02/12/2011 13:33","no",197,123,-42.7,169,17,0.1,0.11,-0.18,48,44,-157,163,616,-296,70.5,74.6,-160,30,0.26,-0.63,0.97,-286,-66,-33,-341,298,577,56.49801814,-28.45838385,-92.15990828,16,0.26,-0.03,-0.21,-43,82,-122,-536,297,66,0,0,0,37,0.79,0.56,0.28,10,361,-62,-59,729,461,"A"
